survey_ID,sample,selfvoucher,friendvoucher,condition,num_condition,selftimesused,friendtimesused,yard_sign_request,ResponseId,SE_plant,RE_env_plant,RE_social_plant,in_sanctioning_plant,dyn_plant,SE_encourage,IN_praise_plant,RE_social_encourage,RE_env_encourage,in_encourage,competent_encourage
1326,2,2-670-0,2-670-1,norm,2,0,0,,,,,,,,,,,,,
1327,2,2-664-0,2-664-1,norm,2,0,0,,,,,,,,,,,,,
1328,2,2-719-0,2-719-1,norm,2,0,0,,,,,,,,,,,,,
1329,2,4-567-0,4-567-1,combined,4,0,0,,,,,,,,,,,,,
1330,2,4-608-0,4-608-1,combined,4,0,0,,1330,5,7,5,4,4,4,4,4,4,4,3
1331,2,2-700-0,2-700-1,norm,2,0,0,,,,,,,,,,,,,
1332,2,3-575-0,3-575-1,efficacy,3,0,0,,,,,,,,,,,,,
1333,2,2-550-0,2-550-1,norm,2,0,0,,,,,,,,,,,,,
1334,2,4-680-0,4-680-1,combined,4,0,0,,,,,,,,,,,,,
1335,2,1-528-0,1-528-1,control,1,0,0,,,,,,,,,,,,,
1336,2,4-521-0,4-521-1,combined,4,0,0,,,,,,,,,,,,,
1337,2,4-565-0,4-565-1,combined,4,0,0,,,,,,,,,,,,,
1338,2,4-572-0,4-572-1,combined,4,0,0,,1338,3,6,5,2,6,3,6,5,4,2,3
1339,2,1-617-0,1-617-1,control,1,0,0,,,,,,,,,,,,,
1340,2,2-688-0,2-688-1,norm,2,0,0,,,,,,,,,,,,,
1341,2,2-593-0,2-593-1,norm,2,0,0,,,,,,,,,,,,,
1342,2,2-548-0,2-548-1,norm,2,0,0,,,,,,,,,,,,,
1343,2,4-534-0,4-534-1,combined,4,0,0,,1343,5,7,6,3,4,2,5,7,6,2,2
1344,2,2-587-0,2-587-1,norm,2,0,0,,,,,,,,,,,,,
1345,2,4-699-0,4-699-1,combined,4,0,0,,1345,3,6,5,7,3,6,1,2,5,6,3
1346,2,1-697-0,1-697-1,control,1,0,0,,,,,,,,,,,,,
1347,2,4-688-0,4-688-1,combined,4,0,0,,,,,,,,,,,,,
1348,2,4-619-0,4-619-1,combined,4,0,0,,,,,,,,,,,,,
1349,2,3-478-0,3-478-1,efficacy,3,0,0,,,,,,,,,,,,,
1350,2,3-671-0,3-671-1,efficacy,3,0,0,,,,,,,,,,,,,
1351,2,1-635-0,1-635-1,control,1,0,0,,,,,,,,,,,,,
1352,2,3-673-0,3-673-1,efficacy,3,0,0,,1352,4,6,4,4,5,6,4,4,4,4,3
1353,2,4-675-0,4-675-1,combined,4,0,0,,1353,6,6,6,3,4,3,5,5,4,3,3
1354,2,2-580-0,2-580-1,norm,2,0,0,,,,,,,,,,,,,
1355,2,3-658-0,3-658-1,efficacy,3,0,0,,,,,,,,,,,,,
1356,2,4-681-0,4-681-1,combined,4,0,0,,,,,,,,,,,,,
1357,2,3-600-0,3-600-1,efficacy,3,0,0,,,,,,,,,,,,,
1358,2,3-524-0,3-524-1,efficacy,3,0,0,,,,,,,,,,,,,
1359,2,4-573-0,4-573-1,combined,4,0,0,,1359,4,6,4,2,4,4,4,4,4,4,3
1360,2,3-705-0,3-705-1,efficacy,3,0,0,,,,,,,,,,,,,
1361,2,4-582-0,4-582-1,combined,4,0,0,,,,,,,,,,,,,
1362,2,3-701-0,3-701-1,efficacy,3,0,0,,1362,5,6,5,4,3,3,4,3,4,4,3
1363,2,4-490-0,4-490-1,combined,4,0,0,,,,,,,,,,,,,
1364,2,3-566-0,3-566-1,efficacy,3,0,0,,,,,,,,,,,,,
1365,2,3-681-0,3-681-1,efficacy,3,0,0,,,,,,,,,,,,,
1366,2,1-558-0,1-558-1,control,1,0,0,,1366,2,7,6,4,4,4,4,6,6,2,1
1367,2,1-678-0,1-678-1,control,1,0,0,,,,,,,,,,,,,
1368,2,2-698-0,2-698-1,norm,2,0,0,,1368,2,5,4,4,4,4,4,4,3,4,1
1369,2,2-725-0,2-725-1,norm,2,0,0,,,,,,,,,,,,,
1370,2,2-714-0,2-714-1,norm,2,0,0,,,,,,,,,,,,,
1371,2,4-627-0,4-627-1,combined,4,0,0,,1371,3,6,5,4,5,4,4,5,4,4,3
1372,2,4-487-0,4-487-1,combined,4,0,0,,,,,,,,,,,,,
1373,2,4-591-0,4-591-1,combined,4,0,0,,,,,,,,,,,,,
1374,2,3-635-0,3-635-1,efficacy,3,0,0,,,,,,,,,,,,,
1375,2,2-615-0,2-615-1,norm,2,0,0,,,,,,,,,,,,,
1376,2,2-685-0,2-685-1,norm,2,0,0,,,,,,,,,,,,,
1377,2,4-579-0,4-579-1,combined,4,0,0,,,,,,,,,,,,,
1378,2,3-639-0,3-639-1,efficacy,3,0,0,,,,,,,,,,,,,
1379,2,4-645-0,4-645-1,combined,4,0,0,,,,,,,,,,,,,
1380,2,2-573-0,2-573-1,norm,2,0,0,,,,,,,,,,,,,
1381,2,4-653-0,4-653-1,combined,4,0,0,,1381,5,7,5,5,5,6,3,2,6,3,3
1382,2,1-576-0,1-576-1,control,1,0,0,,,,,,,,,,,,,
1383,2,4-692-0,4-692-1,combined,4,0,0,,1383,4,6,4,2,4,4,4,5,5,3,2
1384,2,4-722-0,4-722-1,combined,4,0,0,,,,,,,,,,,,,
1385,2,4-707-0,4-707-1,combined,4,0,0,,,,,,,,,,,,,
1386,2,3-544-0,3-544-1,efficacy,3,0,0,,,,,,,,,,,,,
1387,2,1-534-0,1-534-1,control,1,0,0,,,,,,,,,,,,,
1388,2,2-478-0,2-478-1,norm,2,0,0,,,,,,,,,,,,,
1389,2,3-663-0,3-663-1,efficacy,3,0,0,,,,,,,,,,,,,
1390,2,3-655-0,3-655-1,efficacy,3,0,0,,,,,,,,,,,,,
1391,2,1-701-0,1-701-1,control,1,0,0,,,,,,,,,,,,,
1392,2,4-620-0,4-620-1,combined,4,0,0,,,,,,,,,,,,,
1393,2,3-686-0,3-686-1,efficacy,3,0,0,,,,,,,,,,,,,
1394,2,3-572-0,3-572-1,efficacy,3,0,0,,,,,,,,,,,,,
1395,2,1-503-0,1-503-1,control,1,0,0,,1395,5,7,5,4,5,4,4,6,6,4,4
1396,2,2-524-0,2-524-1,norm,2,0,0,,,,,,,,,,,,,
1397,2,4-511-0,4-511-1,combined,4,0,0,,1397,7,7,5,4,3,4,5,4,5,4,3
1398,2,2-539-0,2-539-1,norm,2,0,0,,,,,,,,,,,,,
1399,2,1-649-0,1-649-1,control,1,1,0,,1399,2,7,4,2,5,7,4,6,6,2,4
1400,2,4-701-0,4-701-1,combined,4,0,0,,,,,,,,,,,,,
1401,2,1-684-0,1-684-1,control,1,0,0,,,,,,,,,,,,,
1402,2,4-622-0,4-622-1,combined,4,0,0,,,,,,,,,,,,,
1403,2,1-687-0,1-687-1,control,1,0,0,,,,,,,,,,,,,
1404,2,1-710-0,1-710-1,control,1,0,0,,,,,,,,,,,,,
1405,2,1-681-0,1-681-1,control,1,0,0,,1405,6,7,2,2,5,1,6,5,6,2,5
1406,2,1-498-0,1-498-1,control,1,0,0,,,,,,,,,,,,,
1407,2,4-547-0,4-547-1,combined,4,0,0,,,,,,,,,,,,,
1408,2,2-564-0,2-564-1,norm,2,0,0,,,,,,,,,,,,,
1409,2,3-547-0,3-547-1,efficacy,3,0,0,,,,,,,,,,,,,
1410,2,4-535-0,4-535-1,combined,4,0,0,,,,,,,,,,,,,
1411,2,4-506-0,4-506-1,combined,4,0,0,,1411,4,6,4,2,3,4,4,5,6,4,4
1412,2,1-482-0,1-482-1,control,1,0,0,,1412,6,7,7,5,,3,4,5,5,4,4
1413,2,3-516-0,3-516-1,efficacy,3,0,0,,,,,,,,,,,,,
1414,2,2-516-0,2-516-1,norm,2,0,0,,,,,,,,,,,,,
1415,2,2-704-0,2-704-1,norm,2,0,0,,1415,1,6,3,5,2,2,4,4,6,3,3
1416,2,1-600-0,1-600-1,control,1,0,0,,,,,,,,,,,,,
1417,2,4-648-0,4-648-1,combined,4,0,0,,,,,,,,,,,,,
1418,2,2-682-0,2-682-1,norm,2,0,0,,,,,,,,,,,,,
1419,2,1-665-0,1-665-1,control,1,0,0,,1419,3,7,1,6,5,6,4,5,6,3,2
1420,2,4-523-0,4-523-1,combined,4,0,0,,,,,,,,,,,,,
1421,2,1-647-0,1-647-1,control,1,0,0,,,,,,,,,,,,,
1422,2,2-515-0,2-515-1,norm,2,0,0,,,,,,,,,,,,,
1423,2,1-609-0,1-609-1,control,1,0,0,,,,,,,,,,,,,
1424,2,1-587-0,1-587-1,control,1,0,0,,,,,,,,,,,,,
1425,2,3-518-0,3-518-1,efficacy,3,0,0,,,,,,,,,,,,,
1426,2,1-550-0,1-550-1,control,1,0,0,,,,,,,,,,,,,
1427,2,4-719-0,4-719-1,combined,4,0,0,,,,,,,,,,,,,
1428,2,2-486-0,2-486-1,norm,2,0,0,,,,,,,,,,,,,
1429,2,3-500-0,3-500-1,efficacy,3,0,0,,,,,,,,,,,,,
1430,2,2-556-0,2-556-1,norm,2,0,0,,,,,,,,,,,,,
1431,2,1-588-0,1-588-1,control,1,0,0,,,,,,,,,,,,,
1432,2,3-631-0,3-631-1,efficacy,3,0,1,,,,,,,,,,,,,
1433,2,1-490-0,1-490-1,control,1,0,0,,1433,6,6,4,4,5,2,4,5,5,3,5
1434,2,3-501-0,3-501-1,efficacy,3,0,0,,,,,,,,,,,,,
1435,2,4-602-0,4-602-1,combined,4,1,0,,1435,6,6,3,4,2,3,,3,5,5,4
1436,2,3-580-0,3-580-1,efficacy,3,0,0,,,,,,,,,,,,,
1437,2,2-673-0,2-673-1,norm,2,0,0,,,,,,,,,,,,,
1438,2,2-571-0,2-571-1,norm,2,0,0,,,,,,,,,,,,,
1439,2,1-571-0,1-571-1,control,1,0,0,,,,,,,,,,,,,
1440,2,1-614-0,1-614-1,control,1,0,0,,,,,,,,,,,,,
1441,2,2-660-0,2-660-1,norm,2,0,0,,,,,,,,,,,,,
1442,2,4-673-0,4-673-1,combined,4,0,1,,1442,1,6,6,2,6,5,6,4,4,4,2
1443,2,1-703-0,1-703-1,control,1,0,0,,,,,,,,,,,,,
1444,2,4-556-0,4-556-1,combined,4,0,0,,,,,,,,,,,,,
1445,2,3-676-0,3-676-1,efficacy,3,0,0,,,,,,,,,,,,,
1446,2,3-479-0,3-479-1,efficacy,3,0,0,,1446,3,6,6,5,5,4,4,5,5,4,2
1447,2,3-530-0,3-530-1,efficacy,3,0,0,,,,,,,,,,,,,
1448,2,4-661-0,4-661-1,combined,4,0,0,,,,,,,,,,,,,
1449,2,2-483-0,2-483-1,norm,2,0,0,,,,,,,,,,,,,
1450,2,3-550-0,3-550-1,efficacy,3,0,0,,,,,,,,,,,,,
1451,2,2-510-0,2-510-1,norm,2,0,0,,,,,,,,,,,,,
1452,2,1-667-0,1-667-1,control,1,0,0,,,,,,,,,,,,,
1453,2,2-509-0,2-509-1,norm,2,0,2,,,,,,,,,,,,,
1454,2,4-539-0,4-539-1,combined,4,0,0,,1454,2,6,4,4,5,6,4,5,6,4,3
1455,2,2-630-0,2-630-1,norm,2,0,0,,,,,,,,,,,,,
1456,2,1-585-0,1-585-1,control,1,0,0,,,,,,,,,,,,,
1457,2,1-551-0,1-551-1,control,1,0,0,,,,,,,,,,,,,
1458,2,2-697-0,2-697-1,norm,2,0,0,,1458,5,7,4,3,4,3,5,4,5,2,4
1459,2,4-509-0,4-509-1,combined,4,0,0,,,,,,,,,,,,,
1460,2,4-479-0,4-479-1,combined,4,0,0,,,,,,,,,,,,,
1461,2,4-491-0,4-491-1,combined,4,0,0,,,,,,,,,,,,,
1462,2,2-656-0,2-656-1,norm,2,0,0,,1462,7,6,4,4,4,4,3,6,6,2,5
1463,2,4-560-0,4-560-1,combined,4,0,0,,,,,,,,,,,,,
1464,2,2-585-0,2-585-1,norm,2,0,0,,,,,,,,,,,,,
1465,2,2-726-0,2-726-1,norm,2,0,0,,1465,1,5,4,4,4,7,4,4,4,4,3
1466,2,3-591-0,3-591-1,efficacy,3,0,0,,,,,,,,,,,,,
1467,2,4-725-0,4-725-1,combined,4,0,0,,,,,,,,,,,,,
1468,2,4-654-0,4-654-1,combined,4,0,0,,,,,,,,,,,,,
1469,2,4-674-0,4-674-1,combined,4,0,0,,,,,,,,,,,,,
1470,2,1-668-0,1-668-1,control,1,0,0,,1470,5,7,3,4,5,5,4,5,4,2,2
1471,2,3-569-0,3-569-1,efficacy,3,0,0,,1471,6,6,2,2,3,2,2,4,4,5,3
1472,2,3-642-0,3-642-1,efficacy,3,0,0,,,,,,,,,,,,,
1473,2,4-629-0,4-629-1,combined,4,0,0,,,,,,,,,,,,,
1474,2,4-704-0,4-704-1,combined,4,0,0,,,,,,,,,,,,,
1475,2,3-721-0,3-721-1,efficacy,3,0,0,,,,,,,,,,,,,
1476,2,2-612-0,2-612-1,norm,2,0,0,,1476,7,6,6,2,6,1,6,5,6,2,5
1477,2,1-566-0,1-566-1,control,1,0,0,,,,,,,,,,,,,
1478,2,1-485-0,1-485-1,control,1,0,0,,,,,,,,,,,,,
1479,2,1-700-0,1-700-1,control,1,0,0,,,,,,,,,,,,,
1480,2,3-683-0,3-683-1,efficacy,3,0,0,,,,,,,,,,,,,
1481,2,4-495-0,4-495-1,combined,4,0,0,,,,,,,,,,,,,
1482,2,2-695-0,2-695-1,norm,2,0,0,,1482,7,7,6,4,4,1,5,5,6,3,
1483,2,2-521-0,2-521-1,norm,2,0,0,,,,,,,,,,,,,
1484,2,2-594-0,2-594-1,norm,2,0,0,,,,,,,,,,,,,
1485,2,3-607-0,3-607-1,efficacy,3,0,0,,,,,,,,,,,,,
1486,2,3-503-0,3-503-1,efficacy,3,0,0,,,,,,,,,,,,,
1487,2,2-578-0,2-578-1,norm,2,0,0,,,,,,,,,,,,,
1488,2,1-724-0,1-724-1,control,1,0,0,,,,,,,,,,,,,
1489,2,3-494-0,3-494-1,efficacy,3,0,0,,1489,6,7,5,5,4,3,4,5,6,4,3
1490,2,1-679-0,1-679-1,control,1,0,0,,,,,,,,,,,,,
1491,2,1-720-0,1-720-1,control,1,0,0,,,,,,,,,,,,,
1492,2,1-636-0,1-636-1,control,1,0,0,,,,,,,,,,,,,
1493,2,1-603-0,1-603-1,control,1,0,0,,1493,5,6,2,4,4,3,4,5,5,3,4
1494,2,4-580-0,4-580-1,combined,4,0,0,,,,,,,,,,,,,
1495,2,1-596-0,1-596-1,control,1,1,0,,1495,2,6,6,2,2,6,6,6,6,2,4
1496,2,1-677-0,1-677-1,control,1,0,0,,,,,,,,,,,,,
1497,2,4-666-0,4-666-1,combined,4,0,0,,,,,,,,,,,,,
1498,2,2-657-0,2-657-1,norm,2,0,0,,,,,,,,,,,,,
1499,2,2-646-0,2-646-1,norm,2,0,0,,,,,,,,,,,,,
1500,2,1-515-0,1-515-1,control,1,0,0,,,,,,,,,,,,,
1501,2,4-498-0,4-498-1,combined,4,0,0,,,,,,,,,,,,,
1502,2,2-662-0,2-662-1,norm,2,0,0,,1502,5,6,4,2,5,3,5,3,3,5,4
1503,2,3-668-0,3-668-1,efficacy,3,0,0,,,,,,,,,,,,,
1504,2,2-620-0,2-620-1,norm,2,0,0,,1504,2,6,3,4,4,7,4,4,5,3,4
1505,2,2-681-0,2-681-1,norm,2,1,1,,1505,6,7,5,4,4,2,4,5,6,2,3
1506,2,3-553-0,3-553-1,efficacy,3,0,0,,1506,2,7,7,4,4,5,4,5,5,3,3
1507,2,2-530-0,2-530-1,norm,2,0,0,,,,,,,,,,,,,
1508,2,3-483-0,3-483-1,efficacy,3,0,0,,1508,3,6,4,4,2,6,2,2,5,3,3
1509,2,4-480-0,4-480-1,combined,4,0,0,,,,,,,,,,,,,
1510,2,4-524-0,4-524-1,combined,4,0,0,,,,,,,,,,,,,
1511,2,1-660-0,1-660-1,control,1,0,0,,,,,,,,,,,,,
1512,2,1-706-0,1-706-1,control,1,0,0,,,,,,,,,,,,,
1513,2,4-599-0,4-599-1,combined,4,0,0,,,,,,,,,,,,,
1514,2,2-557-0,2-557-1,norm,2,0,0,,1514,7,6,4,7,4,2,3,6,6,2,4
1515,2,3-490-0,3-490-1,efficacy,3,0,0,,,,,,,,,,,,,
1516,2,1-546-0,1-546-1,control,1,0,0,,,,,,,,,,,,,
1517,2,2-721-0,2-721-1,norm,2,0,0,,,,,,,,,,,,,
1518,2,2-540-0,2-540-1,norm,2,0,0,,,,,,,,,,,,,
1519,2,1-592-0,1-592-1,control,1,0,0,,,,,,,,,,,,,
1520,2,4-638-0,4-638-1,combined,4,0,0,,,,,,,,,,,,,
1521,2,4-549-0,4-549-1,combined,4,0,0,,1521,5,7,7,2,5,2,6,7,6,2,1
1522,2,3-656-0,3-656-1,efficacy,3,0,0,,1522,3,7,5,1,5,3,6,5,3,1,1
1523,2,3-684-0,3-684-1,efficacy,3,0,0,,,,,,,,,,,,,
1524,2,3-659-0,3-659-1,efficacy,3,0,0,,1524,5,7,4,4,2,7,4,4,4,6,4
1525,2,2-531-0,2-531-1,norm,2,0,0,,,,,,,,,,,,,
1526,2,4-603-0,4-603-1,combined,4,0,0,,,,,,,,,,,,,
1527,2,1-541-0,1-541-1,control,1,0,0,,,,,,,,,,,,,
1528,2,4-708-0,4-708-1,combined,4,0,0,,,,,,,,,,,,,
1529,2,3-650-0,3-650-1,efficacy,3,0,0,,,,,,,,,,,,,
1530,2,2-517-0,2-517-1,norm,2,0,0,,,,,,,,,,,,,
1531,2,1-497-0,1-497-1,control,1,0,0,,,,,,,,,,,,,
1532,2,2-655-0,2-655-1,norm,2,0,0,,1532,5,4,2,1,5,2,4,4,6,1,4
1533,2,3-643-0,3-643-1,efficacy,3,0,0,,1533,6,7,6,2,6,2,6,5,7,2,4
1534,2,2-722-0,2-722-1,norm,2,0,0,,,,,,,,,,,,,
1535,2,3-628-0,3-628-1,efficacy,3,0,0,,,,,,,,,,,,,
1536,2,2-582-0,2-582-1,norm,2,0,0,,1536,7,7,6,4,4,3,1,5,7,2,
1537,2,3-496-0,3-496-1,efficacy,3,0,0,,,,,,,,,,,,,
1538,2,2-683-0,2-683-1,norm,2,0,0,,,,,,,,,,,,,
1539,2,3-565-0,3-565-1,efficacy,3,0,0,,,,,,,,,,,,,
1540,2,2-618-0,2-618-1,norm,2,0,0,,1540,4,6,2,4,2,4,4,2,4,5,3
1541,2,3-561-0,3-561-1,efficacy,3,0,0,,,,,,,,,,,,,
1542,2,3-690-0,3-690-1,efficacy,3,1,1,,1542,2,6,7,1,5,6,6,6,6,2,5
1543,2,1-529-0,1-529-1,control,1,0,0,,,,,,,,,,,,,
1544,2,4-630-0,4-630-1,combined,4,0,0,,,,,,,,,,,,,
1545,2,1-627-0,1-627-1,control,1,0,0,,,,,,,,,,,,,
1546,2,2-479-0,2-479-1,norm,2,0,0,,,,,,,,,,,,,
1547,2,4-696-0,4-696-1,combined,4,0,0,,,,,,,,,,,,,
1548,2,1-716-0,1-716-1,control,1,0,0,,,,,,,,,,,,,
1549,2,4-530-0,4-530-1,combined,4,0,0,,1549,4,7,4,4,4,4,4,4,4,3,3
1550,2,4-516-0,4-516-1,combined,4,0,0,,,,,,,,,,,,,
1551,2,2-511-0,2-511-1,norm,2,0,0,,,,,,,,,,,,,
1552,2,2-534-0,2-534-1,norm,2,0,0,,,,,,,,,,,,,
1553,2,2-665-0,2-665-1,norm,2,0,0,,,,,,,,,,,,,
1554,2,4-712-0,4-712-1,combined,4,0,0,,,,,,,,,,,,,
1555,2,4-482-0,4-482-1,combined,4,0,0,,,,,,,,,,,,,
1556,2,1-525-0,1-525-1,control,1,0,0,,1556,3,7,5,4,4,6,4,3,5,2,
1557,2,1-726-0,1-726-1,control,1,0,0,,,,,,,,,,,,,
1558,2,2-549-0,2-549-1,norm,2,0,0,,1558,1,6,3,2,4,5,4,3,4,4,1
1559,2,1-712-0,1-712-1,control,1,0,0,,1559,5,7,5,1,6,6,4,4,6,4,
1560,2,4-633-0,4-633-1,combined,4,0,0,,,,,,,,,,,,,
1561,2,2-635-0,2-635-1,norm,2,0,0,,,,,,,,,,,,,
1562,2,1-685-0,1-685-1,control,1,0,0,,,,,,,,,,,,,
1563,2,3-617-0,3-617-1,efficacy,3,0,0,,,,,,,,,,,,,
1564,2,2-708-0,2-708-1,norm,2,0,0,,,,,,,,,,,,,
1565,2,4-618-0,4-618-1,combined,4,0,0,,,,,,,,,,,,,
1566,2,4-711-0,4-711-1,combined,4,0,0,,1566,4,7,5,2,2,4,4,6,7,4,4
1567,2,3-666-0,3-666-1,efficacy,3,0,0,,,,,,,,,,,,,
1568,2,1-624-0,1-624-1,control,1,0,0,,,,,,,,,,,,,
1569,2,4-526-0,4-526-1,combined,4,0,0,,,,,,,,,,,,,
1570,2,1-607-0,1-607-1,control,1,0,0,,,,,,,,,,,,,
1571,2,1-511-0,1-511-1,control,1,0,0,,,,,,,,,,,,,
1572,2,2-590-0,2-590-1,norm,2,0,0,,,,,,,,,,,,,
1573,2,2-499-0,2-499-1,norm,2,0,0,,,,,,,,,,,,,
1574,2,3-608-0,3-608-1,efficacy,3,0,0,,1574,6,7,6,2,6,5,4,6,6,2,3
1575,2,1-682-0,1-682-1,control,1,0,0,,,,,,,,,,,,,
1576,2,2-701-0,2-701-1,norm,2,0,0,,,,,,,,,,,,,
1577,2,4-631-0,4-631-1,combined,4,1,0,,,,,,,,,,,,,
1578,2,2-715-0,2-715-1,norm,2,0,0,,,,,,,,,,,,,
1579,2,3-491-0,3-491-1,efficacy,3,0,0,,,,,,,,,,,,,
1580,2,4-502-0,4-502-1,combined,4,0,0,,1580,6,7,5,2,4,4,6,5,5,2,3
1581,2,4-686-0,4-686-1,combined,4,0,0,,,,,,,,,,,,,
1582,2,2-629-0,2-629-1,norm,2,0,0,,,,,,,,,,,,,
1583,2,3-586-0,3-586-1,efficacy,3,0,0,,,,,,,,,,,,,
1584,2,2-645-0,2-645-1,norm,2,0,0,,,,,,,,,,,,,
1585,2,3-521-0,3-521-1,efficacy,3,0,0,,,,,,,,,,,,,
1586,2,2-508-0,2-508-1,norm,2,1,3,,,,,,,,,,,,,
1587,2,3-716-0,3-716-1,efficacy,3,1,0,,,,,,,,,,,,,
1588,2,2-562-0,2-562-1,norm,2,0,0,,,,,,,,,,,,,
1589,2,3-488-0,3-488-1,efficacy,3,0,0,,1589,5,7,5,2,4,2,4,5,5,2,2
1590,2,1-501-0,1-501-1,control,1,0,0,,,,,,,,,,,,,
1591,2,4-662-0,4-662-1,combined,4,0,0,,,,,,,,,,,,,
1592,2,1-704-0,1-704-1,control,1,0,0,,,,,,,,,,,,,
1593,2,1-722-0,1-722-1,control,1,0,0,,1593,4,6,4,1,4,4,4,5,4,1,2
1594,2,3-579-0,3-579-1,efficacy,3,0,0,,,,,,,,,,,,,
1595,2,4-616-0,4-616-1,combined,4,0,2,,1595,3,6,4,5,5,4,4,5,4,5,4
1596,2,3-517-0,3-517-1,efficacy,3,0,0,,,,,,,,,,,,,
1597,2,3-554-0,3-554-1,efficacy,3,0,0,,,,,,,,,,,,,
1598,2,4-503-0,4-503-1,combined,4,1,1,,,,,,,,,,,,,
1599,2,4-586-0,4-586-1,combined,4,0,0,,1599,4,6,4,4,5,4,4,5,4,4,3
1600,2,1-488-0,1-488-1,control,1,0,0,,1600,1,7,5,2,5,7,6,6,5,1,5
1601,2,4-687-0,4-687-1,combined,4,0,0,,,,,,,,,,,,,
1602,2,2-684-0,2-684-1,norm,2,1,0,,1602,3,7,7,3,5,7,5,7,7,2,4
1603,2,4-518-0,4-518-1,combined,4,0,0,,,,,,,,,,,,,
1604,2,3-546-0,3-546-1,efficacy,3,0,0,,,,,,,,,,,,,
1605,2,4-718-0,4-718-1,combined,4,0,0,,,,,,,,,,,,,
1606,2,3-548-0,3-548-1,efficacy,3,0,0,,,,,,,,,,,,,
1607,2,4-604-0,4-604-1,combined,4,0,0,,,,,,,,,,,,,
1608,2,3-599-0,3-599-1,efficacy,3,0,0,,,,,,,,,,,,,
1609,2,4-597-0,4-597-1,combined,4,0,0,,,,,,,,,,,,,
1610,2,1-568-0,1-568-1,control,1,0,0,,,,,,,,,,,,,
1611,2,1-615-0,1-615-1,control,1,0,0,,1611,1,7,1,1,4,7,1,7,7,1,1
1612,2,1-553-0,1-553-1,control,1,0,0,,1612,4,7,4,5,5,3,4,5,7,2,3
1613,2,1-526-0,1-526-1,control,1,0,0,,1613,5,7,5,2,4,2,5,5,6,3,3
1614,2,1-652-0,1-652-1,control,1,0,0,,1614,6,7,4,5,6,5,4,5,6,4,4
1615,2,4-628-0,4-628-1,combined,4,0,0,,,,,,,,,,,,,
1616,2,3-602-0,3-602-1,efficacy,3,0,0,,,,,,,,,,,,,
1617,2,4-697-0,4-697-1,combined,4,0,0,,1617,5,7,5,2,4,5,5,5,5,2,4
1618,2,3-634-0,3-634-1,efficacy,3,0,0,,1618,3,7,4,5,6,5,5,6,1,6,3
1619,2,1-504-0,1-504-1,control,1,0,0,,,,,,,,,,,,,
1620,2,1-692-0,1-692-1,control,1,0,0,,1620,5,7,6,4,6,6,6,6,6,4,3
1621,2,1-604-0,1-604-1,control,1,0,0,,,,,,,,,,,,,
1622,2,2-527-0,2-527-1,norm,2,0,0,,,,,,,,,,,,,
1623,2,4-649-0,4-649-1,combined,4,0,0,,,,,,,,,,,,,
1624,2,2-710-0,2-710-1,norm,2,0,0,,1624,6,5,4,2,5,2,6,5,5,2,3
1625,2,1-659-0,1-659-1,control,1,0,0,,1625,6,6,4,2,,4,4,5,5,3,3
1626,2,4-561-0,4-561-1,combined,4,0,0,,1626,6,7,6,4,6,2,6,4,6,2,4
1627,2,1-611-0,1-611-1,control,1,0,0,,,,,,,,,,,,,
1628,2,1-694-0,1-694-1,control,1,0,0,,,,,,,,,,,,,
1629,2,3-525-0,3-525-1,efficacy,3,0,0,,,,,,,,,,,,,
1630,2,2-507-0,2-507-1,norm,2,0,0,,1630,4,7,4,6,5,5,2,5,4,3,2
1631,2,2-653-0,2-653-1,norm,2,0,0,,,,,,,,,,,,,
1632,2,1-601-0,1-601-1,control,1,0,0,,,,,,,,,,,,,
1633,2,3-531-0,3-531-1,efficacy,3,0,0,,,,,,,,,,,,,
1634,2,4-594-0,4-594-1,combined,4,0,0,,,,,,,,,,,,,
1635,2,1-563-0,1-563-1,control,1,0,0,,,,,,,,,,,,,
1636,2,1-639-0,1-639-1,control,1,0,0,,,,,,,,,,,,,
1637,2,2-624-0,2-624-1,norm,2,0,0,,,,,,,,,,,,,
1638,2,4-726-0,4-726-1,combined,4,0,0,,,,,,,,,,,,,
1639,2,4-652-0,4-652-1,combined,4,1,0,,,,,,,,,,,,,
1640,2,2-613-0,2-613-1,norm,2,0,0,,,,,,,,,,,,,
1641,2,3-610-0,3-610-1,efficacy,3,0,0,,,,,,,,,,,,,
1642,2,2-489-0,2-489-1,norm,2,0,0,,1642,5,7,5,4,4,5,5,5,5,4,3
1643,2,2-691-0,2-691-1,norm,2,0,0,,,,,,,,,,,,,
1644,2,1-705-0,1-705-1,control,1,0,0,,,,,,,,,,,,,
1645,2,3-720-0,3-720-1,efficacy,3,0,0,,,,,,,,,,,,,
1646,2,1-518-0,1-518-1,control,1,0,0,,,,,,,,,,,,,
1647,2,2-581-0,2-581-1,norm,2,0,0,,,,,,,,,,,,,
1648,2,3-648-0,3-648-1,efficacy,3,0,0,,,,,,,,,,,,,
1649,2,2-563-0,2-563-1,norm,2,0,0,,,,,,,,,,,,,
1650,2,1-619-0,1-619-1,control,1,0,0,,,,,,,,,,,,,
1651,2,1-634-0,1-634-1,control,1,0,0,,,,,,,,,,,,,
1652,2,1-508-0,1-508-1,control,1,0,0,,,,,,,,,,,,,
1653,2,4-493-0,4-493-1,combined,4,0,0,,,,,,,,,,,,,
